ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel
QC,Artisan,45.0,Slightly nutty,Reblochon type cheese,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Curé Labelle,lower fat
QC,Artisan,48.0,Fresh cream taste,Raclette type cheese,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Fée des bois,lower fat
QC,Artisan,48.0,Spicy,Raclette type cheese,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Barre du jour,lower fat
QC,Artisan,57.0,,Spreadable cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chevrier,higher fat
QC,Artisan,35.0,,Twisted cheddar type cheese,0,Firm Cheese,Cow,Pasteurized,No Rind,Tortillard,higher fat
QC,Artisan,41.0,Nutty taste,Slightly crumbly texture,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar nature (le P'tit Train du Nord),higher fat
QC,Artisan,41.0,Nutty taste with a hint of Porto,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar aromatisé au Porto (le P'tit Train du Nord),higher fat
QC,Artisan,40.0,Distinct taste of nuts with creamy and buttery notes,"Pressed and cooked cheese, surface ripened, washed rind",0,Semi-soft Cheese,Cow,Thermised,,Wabassee,lower fat
QC,Artisan,40.0,Slightly fruity flavours with sweeter notes provided by the mead,"Pressed, cooked, washed-rind cheese",0,Firm Cheese,Cow,Thermised,,Windigo,lower fat
QC,Artisan,45.0,,Creamy,0,Semi-soft Cheese,Ewe and Cow,Thermised,,Duo du Paradis,lower fat
QC,Artisan,55.0,Mild,Creamy and crumbly,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Petit Soleil,lower fat
QC,Artisan,55.0,,Fresh cheese marinated in sunflower oil,0,Soft Cheese,Goat,Pasteurized,No Rind,Boules de Chèvre,lower fat
QC,Industrial,60.0,"Salty, slightly tangy and strong taste","Soft, smooth and crumbly texture",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Fetos Feta léger (Saputo),lower fat
QC,Industrial,76.0,Fresh with a bitter hint,White fresh cheese,0,Fresh Cheese,Cow,Pasteurized,No Rind,Ricotta de Lactosérum Bari,lower fat
QC,Industrial,60.0,,Fresh soft cheese - Mozzarella,0,Fresh Cheese,Cow,Pasteurized,No Rind,Mozzarella (Fiorella),lower fat
QC,Industrial,52.0,,Stretchy cheese,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Lino),lower fat
QC,Industrial,52.0,,Stretchy cheese,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Mozza Fina),lower fat
QC,Industrial,52.0,,Stretchy cheese,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (Saputo),lower fat
QC,Industrial,39.0,,"Available white, yellow or marble",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Kingsey,higher fat
QC,Industrial,45.0,"Mild, butter and almond flavours becomes more pronounced with age","Pressed and cooked cheese, interior-ripened, slightly stringy texture",0,Firm Cheese,Cow,Pasteurized,No Rind,Caciocavallo (Saputo),lower fat
QC,Industrial,45.0,"Sharp, lactic, smoky flavour","Pressed and cooked cheese, pasta filata",0,Firm Cheese,Cow,Pasteurized,No Rind,Caciocavallo fumé (Saputo),lower fat
QC,Industrial,45.0,Mild and hazelnutty,"Cooked, Canadian Swiss type of cheese",0,Firm Cheese,Cow,Pasteurized,,Cogruet (Le),lower fat
QC,Industrial,60.0,Goat's milk and fresh cream,Smooth and creamy texture,0,Soft Cheese,Cow,Pasteurized,No Rind,Mozzarina Mediterrano,lower fat
QC,Industrial,52.0,"Mild, milky flavoured cheese with a lightly salted butter flavour","Melt-in-your-mouth texture, stretchy cheese",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarellissima,lower fat
QC,Industrial,50.0,Sharp,,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Kingsey,lower fat
QC,Industrial,60.0,Delicate milk taste,"Pasta filata cheese, smooth, velvety and rather firm texture",0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Saputo),lower fat
QC,Industrial,60.0,Delicat milk taste,"Thread-like cheese stored in salt water, velvety texture",0,Soft Cheese,Cow,Pasteurized,No Rind,Trecce (Saputo),lower fat
QC,Industrial,55.0,"Salty, slightly tangy and strong taste. Available seasoned with sundried tomatoes, olives or oregano.","Soft, smooth and crumbly texture",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Fetos Feta (Saputo),lower fat
QC,Industrial,45.0,"Smooth and velvety, with a hint of butter, flavour becomes stronger and tangier with age","Pressed, cooked, stretch-type, interior-ripened cheese",0,Firm Cheese,Cow,Pasteurized,,Provolone (Saputo),lower fat
QC,Industrial,65.0,"Fresh, very mild, lactic",White fresh cheese,0,Fresh Cheese,Cow,Pasteurized,No Rind,Tuma,lower fat
QC,Artisan,50.0,"Flavours of hazelnut, mushrooms and sweet butter",,0,Soft Cheese,Cow,Thermised,Bloomy Rind,Riopelle de l'Isle (Le),higher fat
QC,Artisan,45.0,"Woodsy aroma, slightly acid taste","Uniform texture showing small holes, brushed rind",0,Semi-soft Cheese,Cow,Thermised,Brushed Rind,Tomme de Grosse-Île,higher fat
QC,Artisan,50.0,"Sharp, hazelnut flavour with a slight bitterness","Bloomy rind, washed rind",0,Soft Cheese,Cow,Thermised,Bloomy Rind,Mi-Carême,lower fat
QC,Artisan,39.0,Hazelnut flavour that intensifies with age,"Pressed and cooked cheese, interior ripened",0,Firm Cheese,Cow,Thermised,No Rind,Cheddar vieilli de l'île-aux-Grues,higher fat
QC,Artisan,39.0,Herbs flavor,Unripened,0,Firm Cheese,Cow,Pasteurized,No Rind,St-Antoine (Le),higher fat
QC,Artisan,55.0,"Mild, pungent and very salty",Goat's Feta. White and creamy texture which is not crumbly.,0,Semi-soft Cheese,Goat,Raw Milk,No Rind,Fermier (Le),lower fat
QC,Artisan,40.0,"Sharp, slight fruity and hazelnut note finish",,0,Semi-soft Cheese,Goat,Raw Milk,Washed Rind,Capra (Le),lower fat
QC,Artisan,63.0,Mild with slight tart accent. Herbs or plain.,"Fresh cheese, spreadable creamy texture.",0,Fresh Cheese,Goat,Pasteurized,No Rind,Caprice (Le),lower fat
QC,Artisan,43.0,"Sharp, with a long finish",Creamy cheese with pleasant mushroom aroma,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Barbu (Le),lower fat
QC,Artisan,43.0,Light goat taste with flavors of thyme and olive,Natural rind or ripened in olive oil.,0,Fresh Cheese,Goat,Pasteurized,No Rind,Crottin (Le),lower fat
QC,Artisan,47.0,"Mild, with a slightly pungent taste",Milk and field flower aroma,0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Freddo (Le),higher fat
QC,Artisan,56.0,"Creamy, fresh milk taste with a hint of salt",Camembert type cheese with bloomy rind,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Petit Poitou (Le),lower fat
QC,Artisan,48.0,Mild,"Camembert type cheese, white bloomy rind that has a  mushroom aroma, creamy texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Petit Normand (Le),lower fat
QC,Artisan,49.0,Mild and milky with a bitter touch,"Bloomy rind, fresh mushroom aroma",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Pizy (Le),lower fat
QC,Artisan,48.0,Sharp,,0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Tome (La),lower fat
QC,Artisan,49.0,Pronounced with an explosive finish,"Pyramidal shape, froggy rind, can present bluish mold",0,Soft Cheese,Goat,Pasteurized,,Sabot de Blanchette (Le),lower fat
QC,Industrial,55.0,"Creamy and mild available in the following: fines herbes, garlic and red pepper","Creamy and elastic cheese, easily spreadable",0,Fresh Cheese,Goat,Pasteurized,No Rind,Biquet à la crème (Le),higher fat
QC,Industrial,72.0,"Plain, seasoned with tomato and thyme or chives",Cynlindrical-shaped spreadable cheese,0,Soft Cheese,Goat,Pasteurized,No Rind,Déli Chèvre (Le),lower fat
QC,Industrial,43.0,,"Dried cheese cut into rounds, crumbly texture",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Crottin de chèvre Capriati,lower fat
QC,Industrial,42.0,"Free of bitterness or spiciness, nutty and buttery flavours, sometimes ending in a hint of caramel",Cheddar-type of cheese ripened,0,Firm Cheese,Goat,Pasteurized,,Chèvre Noir,lower fat
QC,Industrial,42.0,"Mild, slightly fruity","Cheddar cheese type, firm but smooth texture",0,Firm Cheese,Goat,Pasteurized,,Chevrino,lower fat
QC,Industrial,62.0,,"Soft and smooth paste, unripened",0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre doux,lower fat
QC,Industrial,43.0,"Sharp, goat flavour Available : plain (crottin type) or marinated in oil","Unripened, natural rind",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Capriati,lower fat
QC,Industrial,58.0,"Slightly acidulous (varieties available: plain, herb, pepper)",Crumbly cheese when cold and smooth at room temperature,0,Fresh Cheese,Goat,Pasteurized,No Rind,Biquet (Le),lower fat
QC,Industrial,52.0,"Mild, slightly acidulous","Crumbly and light texture when young, becomes runny with age",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Chèvre fin,lower fat
QC,Industrial,55.0,"Pronounced, mild, acidulous and salty",Very tight paste,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Feta Tradition,lower fat
QC,Industrial,58.0,Rich,"Crumbly when cold but smooth and creamy at room temperature, soft and unripened",0,Fresh Cheese,Goat,Pasteurized,No Rind,Médaillon et le Tournevent (Le),lower fat
QC,Artisan,63.0,Mild and melting in the mouth,Fresh cheese covered in seasoning,0,Fresh Cheese,Goat,Pasteurized,No Rind,Bouchées d'amour,lower fat
QC,Artisan,65.0,Mild and salty,Feta cheese,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Fleur de Neige,lower fat
QC,Artisan,40.0,Mild,Smooth and moist cheese. Cheddar type cheese,0,Firm Cheese,Goat,Pasteurized,No Rind,Samuel et Jérémie,lower fat
QC,Artisan,40.0,"Mild to sharp, depending on age","Cheese covered in wax, making it ripen slowly internally",0,Firm Cheese,Goat,Pasteurized,,Sieur Colomban,lower fat
QC,Artisan,41.0,"Mild, slight taste of hazelnut, cream and salted butter",Creamy,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Pré des Mille-Îles (Le),lower fat
QC,Artisan,43.0,Nutty and buttery,"Cheese with small eyes (holes), washed rind",0,Semi-soft Cheese,Goat,Raw Milk,Washed Rind,Tour St-François (La),lower fat
QC,Artisan,43.0,Mild and creamy,"Dried cheese slightly ripened, curd style, slightly brittle in texture",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Ti-Lou,lower fat
QC,Artisan,63.0,"Mild, fresh, very delicate goat flavour","Creamy, non ripened",0,Fresh Cheese,Goat,Pasteurized,No Rind,Petit Prince (Le),lower fat
QC,Artisan,57.0,Mild with flavour of fresh mushrooms,"Bloomy and white rind that gives woody aromas, camembert type, creamy texture",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Lavallois (Le),lower fat
QC,Artisan,42.0,Light and mild,Unripened firm cheese,0,Firm Cheese,Cow,Pasteurized,No Rind,Fleurs d'Ail,lower fat
QC,Artisan,39.0,,Cheese curds or blocks,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais Le Fromage au Village,higher fat
QC,Artisan,39.0,,Ripened cheddar,0,Firm Cheese,Ewe,Thermised,,Rouet,higher fat
QC,Artisan,39.0,"Mild, lactic and fruity","Cheddar type cheese, interior ripened",0,Firm Cheese,Cow,Raw Milk,No Rind,Cru du Clocher (Le),higher fat
QC,Artisan,40.0,"Nutty, lactic and fruity accentuated.","Cheddar type cheese, interior ripened.",0,Firm Cheese,Cow,Raw Milk,No Rind,Cru du Clocher (Réserve 2 ans) (Le),higher fat
QC,Farmstead,39.0,Hazelnut flavour that intensifies with age,,1,Firm Cheese,Cow,Pasteurized,No Rind,Rapide Arcand (Le),higher fat
QC,Farmstead,39.0,Hazelnut flavour that intensifies with age,Strong cheddar,1,Firm Cheese,Cow,Pasteurized,No Rind,Chute à Michel (La),higher fat
QC,Farmstead,39.0,Hazelnut flavour that intensifies with age,Extra strong cheddar,1,Firm Cheese,Cow,Pasteurized,No Rind,Chute à l'Ours (La),higher fat
QC,Farmstead,39.0,Pronounced hazelnut flavor,Extra strong cheddar,1,Firm Cheese,Cow,Pasteurized,No Rind,Chute Chaudière (La),higher fat
QC,Farmstead,42.0,Taste of butter with a slight acid touch,"Ripened, smooth and creamy texture",1,Semi-soft Cheese,Cow,Pasteurized,No Rind,St-Félicien Lac St-Jean,lower fat
QC,Industrial,40.0,Light bitter almond and milky taste,"Interior-ripened, ivory-colored, shows round holes dispersed through  the cheese",0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse vieilli (Fromagerie St-Fidèle),lower fat
QC,Industrial,,,Interior-ripened,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse léger (Fromagerie St-Fidèle),lower fat
QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Fresh cheese curds or rounds,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Fromagerie St-Fidèle),higher fat
QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux (Fromagerie St-Fidèle),higher fat
QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar mi-fort (Fromagerie St-Fidèle),higher fat
QC,Industrial,41.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,,Cheddar fort (Fromagerie St-Fidèle),higher fat
QC,Industrial,41.0,Hazelnut flavour that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar très fort (Fromagerie St-Fidèle),higher fat
QC,Industrial,40.0,Slightly nutty with a lovely mix of port,Ivory coloured cheese in the centre with a crimson colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au porto (Fromagerie St-Fidèle),lower fat
QC,Industrial,40.0,Slightly nutty taste typical of Suisse St-Fidèle,Ivory coloured cheese in centre and an amber colour on the outside created by soaking,0,Firm Cheese,Cow,Pasteurized,,Suisse macéré au mistelle,lower fat
QC,Industrial,40.0,"Slightly nutty taste typical of Suisse St-Fidèle, flavoured with apple cider",,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse macéré au Cidre de pommes,lower fat
QC,Industrial,40.0,Slight nutty taste and mild almond depending on age,Interior ripened,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie St-Fidèle),lower fat
QC,Artisan,40.0,,"Cheddar type cheese, unripened",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Jocoeur,lower fat
QC,Artisan,41.0,"Delicate, milk taste, with slightly acidulous accents",The interior presents small holes.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Fredondaine,lower fat
QC,Artisan,46.0,,"Gray and dry rind that has a mushroom aroma. Ivory colored cheese, supple and showing small holes inside",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Farandole,lower fat
QC,Artisan,40.0,Delicate nutty taste,"Natural rind, light grey colour",0,Firm Cheese,Cow,Pasteurized,,Sonatine,lower fat
QC,Artisan,40.0,"Subtle delicate flavor, slightly nutty","Firm, surface ripened cheese",0,Firm Cheese,Ewe,Thermised,,Allegretto,lower fat
QC,Farmstead,65.0,"Mild (Available Varieties: herbs, chive, garlic, pepper)",Smooth cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Blanchon (Le),lower fat
QC,Farmstead,45.0,Mushroomy and milky taste,Soft white and chalky cheese,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tit Diable,lower fat
QC,Farmstead,60.0,"Slightly goat, ash and fruit flavour","Soft white and chalky cheese, ashen",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte cendrée,lower fat
QC,Farmstead,68.0,"Delicate, mild goat flavour",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Pampille,lower fat
QC,Farmstead,60.0,Mild and long lasting flavour,"Creamy and melst in your mouth cheese, bloomy rind",0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,P'tite Chevrette,lower fat
QC,Farmstead,56.0,Mushroomy and milky flavor,Rind unctuous to runny when aged,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Isidore à croûte fleurie,lower fat
QC,Farmstead,48.0,"Plain, with peppers and rosemary",Cooked,0,Semi-soft Cheese,Goat,Raw Milk,No Rind,Chèvre d'Or,lower fat
QC,Farmstead,35.0,Sharp,"Unpressed, uncooked",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Bouton de Culotte (Le),lower fat
QC,Farmstead,12.0,,Pressed and cooked,0,Hard Cheese,Goat,Pasteurized,No Rind,Parmesan Chèvrerie Dion,higher fat
QC,Farmstead,74.0,"Varieties available: plain, garlic, chives, pepper, herb.",,0,Fresh Cheese,Goat,Pasteurized,No Rind,Délice,lower fat
QC,Farmstead,59.0,Salty,,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,P'tit féta,lower fat
QC,Farmstead,46.0,"Available; mild, medium and strong",Cheddar type,0,Firm Cheese,Goat,Pasteurized,No Rind,Montbeil (Le),lower fat
QC,Farmstead,70.0,Mild,White and creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Roulé (Le),lower fat
QC,Farmstead,35.0,"Mild and lactic (varieties available: herb, nut, spiced, pepper",Hint of cream,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino assaisonné,lower fat
QC,Farmstead,65.0,Mild,Creamy,0,Soft Cheese,Goat,Pasteurized,No Rind,Montefino frais,lower fat
QC,Farmstead,35.0,Sharp,,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Montefino affinée,lower fat
QC,Farmstead,65.0,,Lightly pressed,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Feta Diodati,lower fat
QC,Artisan,44.0,Mild,"Moist, bloomy rind",0,Soft Cheese,Cow,Raw Milk,Bloomy Rind,Caprice des Saisons,higher fat
QC,Artisan,44.0,Mild,"Smooth, washed rind",0,Soft Cheese,Cow,Raw Milk,Washed Rind,Caprice des Cantons,lower fat
QC,Industrial,39.0,"Available fine herbs, hot pepper or seasoned peppers","Seasoned or plain curds or block, daily fresh. Slight bitter almond and milk aroma",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Charlevoix,higher fat
QC,Industrial,39.0,"Hazelnut flavour that intensifies with age.  Available; mild, medium, strong and extra strong","Aged cheddar, smooth and crumbly texture, cream-colored",0,Firm Cheese,Cow,Raw Milk,No Rind,Vieux Charlevoix,higher fat
QC,Industrial,35.0,Taste evolving without bitterness,"Pressed and cooked, interior-ripened, dark yellow color, hard and crumbly texture, melts in mouth",0,Firm Cheese,Cow,Raw Milk,,Hercule de Charlevoix (L'),higher fat
QC,Industrial,42.0,Hazelnut,,0,Firm Cheese,Cow,Thermised,Washed Rind,1608 (Le),higher fat
QC,Industrial,54.0,"Mild, fruity and hazelnut, without a harsh aftertaste","Creamy, rich and velvety texture",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Fleurmier de Charlevoix (Le),lower fat
QC,Artisan,50.0,Almond taste,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Noble (Le),lower fat
QC,Artisan,50.0,Mushroom and butter aroma.,"Creamy texture, soil aroma",0,Semi-soft Cheese,Cow,Raw Milk,Bloomy Rind,Prés de la Bayonne (Les),lower fat
QC,Artisan,50.0,Strong taste with a long finish without bitterness.,"Pressed, fresh milk and fruity aroma",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Pré-Cieux (Le),lower fat
QC,Artisan,55.0,"Varieties available: plain, sunflower oil and herbs.",,0,Fresh Cheese,Cow,Pasteurized,No Rind,Féta du Domaine,lower fat
QC,Artisan,50.0,Mild,Creamy. Made from Ayrshire milk cow.,0,Soft Cheese,Cow,Raw Milk,Bloomy Rind,Cendré des Prés (Le),lower fat
QC,Industrial,57.0,Mild,"White cheese, moist texture",0,Soft Cheese,Cow,Pasteurized,No Rind,Akawi,lower fat
QC,Industrial,57.0,Mild and salty with a light buttery flavor,White and humid cheese with a flexible texture,0,Soft Cheese,Cow,Pasteurized,No Rind,Baladi (Fromagerie Marie Kadé),lower fat
QC,Industrial,60.0,,,0,Soft Cheese,Cow,Pasteurized,,Espagnole,lower fat
QC,Industrial,50.0,,,0,Semi-soft Cheese,Cow,Pasteurized,,Kobrossi,lower fat
QC,Industrial,50.0,Mild and lactic,Fresh thick white cheese,0,Fresh Cheese,Cow,Pasteurized,No Rind,Labneh,lower fat
QC,Industrial,50.0,,Preserved in vegetable oil,0,Fresh Cheese,Cow,Pasteurized,No Rind,Labneh dans l'huile,lower fat
QC,Industrial,52.0,"Fresh and salty taste, lactic flavor that develops itself through ripening",Feta-like cheese,0,Soft Cheese,Cow,Pasteurized,No Rind,Domiati,lower fat
QC,Industrial,50.0,Mild and salty,Stretched and coiled up in a knot,0,Firm Cheese,Cow,Pasteurized,No Rind,Moujadalé,lower fat
QC,Industrial,50.0,Mild and salty with a slight nigella taste,"White cheese, elastic and crumbly texture",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Nabulsi (Fromagerie Marie Kadé),lower fat
QC,Industrial,50.0,Mild and salty,"White, crumbly and elastic",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Syrean,lower fat
QC,Industrial,50.0,"Fresh, salty with nigella hints","Smooth texture, preserved in brine",0,Firm Cheese,Cow,Pasteurized,No Rind,Tressé (Fromagerie Marie Kadé),lower fat
QC,Industrial,50.0,Mild,White interior folded like a book,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Halloom,lower fat
QC,Industrial,52.0,"Mild to pungent, slightly salty","No rind, crumbly",0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Istambouli,lower fat
QC,Industrial,38.0,Varies according to seasoning,,0,Firm Cheese,Cow,Pasteurized,No Rind,Shinglish,lower fat
QC,Artisan,65.0,"Available in 4 different flavors : plain, chives, spices or chocolate",Spreadable goat's cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Sainte-Rose,lower fat
QC,Artisan,55.0,Fresh,"Fresh cheddar, curds or blocks",0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Petit Heidi du Saguenay,lower fat
QC,Artisan,55.0,Mild,,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Rosé du Saguenay,lower fat
QC,Artisan,50.0,Mild,,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Sainte-Rose lavé au vin,lower fat
QC,Artisan,43.0,Mild,,0,Semi-soft Cheese,Goat,Raw Milk,Washed Rind,Tomme des Joyeux Fromagers (La),lower fat
QC,Industrial,39.0,,Cheese curds or blocks. Daily fresh.,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Fromagerie Saint-Laurent),higher fat
QC,Industrial,39.0,Hazelnut flavor that intensifies with age,Yellow and white,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux (Fromagerie Saint-Laurent),higher fat
QC,Industrial,39.0,Hazelnut flavour more pronounced than mild cheddar.,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar moyen (Fromagerie Saint-Laurent),higher fat
QC,Industrial,39.0,More pronounced hazelnut flavor than younger cheddars,Aged cheddar,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fort (Fromagerie Saint-Laurent),higher fat
QC,Industrial,39.0,Fine herbs,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar aux fines herbes (Fromagerie Saint-Laurent),higher fat
QC,Industrial,45.0,Salty,In brine,0,Firm Cheese,Cow,Pasteurized,No Rind,Tortillons (Fromagerie Saint-Laurent),lower fat
QC,Industrial,40.0,Lighter taste than cheddar,,0,Firm Cheese,Cow,Pasteurized,No Rind,Brick (Fromagerie Saint-Laurent),lower fat
QC,Industrial,45.0,Hint of porto,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar au Porto (Fromagerie Saint-Laurent),higher fat
QC,Industrial,35.0,Sharp,Pressed and cooked,0,Hard Cheese,Cow,Pasteurized,,Parmesan (Fromagerie Saint-Laurent),lower fat
QC,Industrial,45.0,"Mild flavor of cream, almond and hazelnut",Rind in red wax,0,Firm Cheese,Cow,Pasteurized,,Gouda (Fromagerie Saint-Laurent),lower fat
QC,Industrial,45.0,Mild,Cheese with irregular holes,0,Firm Cheese,Cow,Pasteurized,,Suisse (Fromagerie Saint-Laurent),higher fat
QC,Industrial,42.0,,Cheese curds or blocks,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (Fromagerie des Basques),lower fat
QC,Industrial,39.0,Hazelnut flavor,"White, yellow or marble",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar moyen (Fromagerie des Basques),higher fat
QC,Industrial,39.0,Hazelnut flavour,"White, yellow or marble",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fort (Fromagerie des Basques),higher fat
QC,Industrial,39.0,Hazelnut flavor,"White, yellow or marble",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar extra-fort (Fromagerie des Basques),higher fat
QC,Industrial,42.0,"BBQ spices, herbs, pepper, bacon or tomato and basil",Curds or blocks (herbs and pepper),0,Firm Cheese,Cow,Pasteurized,No Rind,Fromage frais assaisonné,lower fat
QC,Industrial,42.0,"Plain, herbs or BBQ",,0,Firm Cheese,Cow,Pasteurized,No Rind,Fromage salé en tortillons,lower fat
QC,Industrial,42.0,Salty,Fresh cheese kept in brine for a few hours,0,Firm Cheese,Cow,Pasteurized,No Rind,P'tit Basque,lower fat
QC,Industrial,42.0,Smoky flavor,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fumé au bois d'érable,higher fat
QC,Industrial,54.0,Butter and hazelnut taste,Supple and soft cheese,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Notre-Dame-des-Neiges (Le),lower fat
QC,Industrial,54.0,,"Reddish interior, very distinctive aroma",0,Soft Cheese,Cow,Pasteurized,Washed Rind,Mackenzie (Le),lower fat
QC,Industrial,42.0,Available plain or smoked,"Yellow-colored, tender texture",0,Firm Cheese,Cow,Pasteurized,,Sieur Riou-x (Le),lower fat
QC,Industrial,42.0,,Shows smal holes. Cripsy on surface when its interior is compact and soft.,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Trois-Pistoles (Le),lower fat
QC,Industrial,45.0,Distinctive flavour with fruity notes,"Surface ripened, washed rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,L'Héritage,lower fat
QC,Industrial,42.0,Mild to sharp,"Cheese with irregular holes, washed rind",0,Firm Cheese,Cow,Pasteurized,Washed Rind,Suisse (Fromagerie des Basques),lower fat
QC,Artisan,36.0,Also available seasoned with organic garlic flower,Cheddar type firm cheese,1,Firm Cheese,Cow,Raw Milk,,Troubadour (Le),higher fat
QC,Artisan,36.0,"Cream, hazelnut, flowers and smoky flavor","Pressed and cooked, golden to copper-colored rind",1,Firm Cheese,Cow,Raw Milk,,Ménestrel (Le),higher fat
QC,Artisan,48.0,"Vegetables, mushroom, cut herbs and damp wood aromas","White and gray bloom on its rind, cylindrical shape, slightly crumbly and melting texture",1,Veined Cheeses,Cow,Pasteurized,,Fleuron (Le),lower fat
QC,Artisan,44.0,Sharp,"Pink-orangey washed rind, partly covered with a white to gray indigenous penicillium",1,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Fou du Roy (Le),lower fat
